away_pitcher_note,away_probable_pitcher,doubleheader,home_pitcher_note,inning_state,losing_Team,venue_name,game_datetime,away_id,game_date,venue_id,current_inning,status,away_name,home_probable_pitcher,winning_pitcher,summary,game_type,away_score,home_name,game_id,winning_team,home_score,game_num,save_pitcher,home_id,losing_team,series_status,losing_pitcher,national_broadcasts
,Merrill Kelly,S,,Top,,Dodger Stadium,2022-05-18T02:10:00Z,109,2022-05-17,22,9,Final,Arizona Diamondbacks,Tyler Anderson,Tyler Anderson,2022-05-17 - Arizona Diamondbacks (3) @ Los Angeles Dodgers (12) (Final),R,3,Los Angeles Dodgers,662697,Los Angeles Dodgers,12,2,,119,Arizona Diamondbacks,LAD wins 3-0,Merrill Kelly,['MLBN (out-of-market only)']
,Zach Davies,N,,Top,,Dodger Stadium,2022-05-18T20:10:00Z,109,2022-05-18,22,9,Final,Arizona Diamondbacks,Walker Buehler,Walker Buehler,2022-05-18 - Arizona Diamondbacks (3) @ Los Angeles Dodgers (5) (Final),R,3,Los Angeles Dodgers,662744,Los Angeles Dodgers,5,1,Daniel Hudson,119,Arizona Diamondbacks,LAD wins 4-0,Zach Davies,['MLBN (out-of-market only)']
,Zac Gallen,N,,Bottom,,Wrigley Field,2022-05-19T23:40:00Z,109,2022-05-19,17,9,Final,Arizona Diamondbacks,Marcus Stroman,Zac Gallen,2022-05-19 - Arizona Diamondbacks (3) @ Chicago Cubs (1) (Final),R,3,Chicago Cubs,663193,Arizona Diamondbacks,1,1,Mark Melancon,112,Chicago Cubs,AZ leads 1-0,Marcus Stroman,[]
,Humberto Castellanos,N,,Bottom,,Wrigley Field,2022-05-20T18:20:00Z,109,2022-05-20,17,9,Final,Arizona Diamondbacks,Kyle Hendricks,Humberto Castellanos,2022-05-20 - Arizona Diamondbacks (10) @ Chicago Cubs (6) (Final),R,10,Chicago Cubs,663143,Arizona Diamondbacks,6,1,,112,Chicago Cubs,AZ leads 2-0,Kyle Hendricks,['MLBN (out-of-market only)']
,Madison Bumgarner,N,,Bottom,,Wrigley Field,2022-05-21T18:20:00Z,109,2022-05-21,17,10,Final,Arizona Diamondbacks,Justin Steele,Ian Kennedy,2022-05-21 - Arizona Diamondbacks (7) @ Chicago Cubs (6) (Final),R,7,Chicago Cubs,663194,Arizona Diamondbacks,6,1,Mark Melancon,112,Chicago Cubs,AZ wins 3-0,Rowan Wick,[]
,Merrill Kelly,N,,Top,,Wrigley Field,2022-05-22T18:20:00Z,109,2022-05-22,17,9,Final,Arizona Diamondbacks,Wade Miley,Keegan Thompson,2022-05-22 - Arizona Diamondbacks (4) @ Chicago Cubs (5) (Final),R,4,Chicago Cubs,663150,Chicago Cubs,5,1,,112,Arizona Diamondbacks,AZ wins 3-1,Ian Kennedy,[]
,Zack Greinke,N,,Top,,Chase Field,2022-05-24T01:40:00Z,118,2022-05-23,15,9,Final,Kansas City Royals,Zach Davies,J.B. Wendelken,2022-05-23 - Kansas City Royals (5) @ Arizona Diamondbacks (9) (Final),R,5,Arizona Diamondbacks,663340,Arizona Diamondbacks,9,1,,109,Kansas City Royals,AZ leads 1-0,Zack Greinke,[]
,Jonathan Heasley,N,,Top,,Chase Field,2022-05-25T01:40:00Z,118,2022-05-24,15,9,Final,Kansas City Royals,Zac Gallen,Noe Ramirez,2022-05-24 - Kansas City Royals (6) @ Arizona Diamondbacks (8) (Final),R,6,Arizona Diamondbacks,663339,Arizona Diamondbacks,8,1,Mark Melancon,109,Kansas City Royals,AZ wins 2-0,Taylor Clarke,[]
,Mitch White,N,,Bottom,,Chase Field,2022-05-27T01:40:00Z,119,2022-05-26,15,9,Final,Los Angeles Dodgers,Humberto Castellanos,Justin Bruihl,2022-05-26 - Los Angeles Dodgers (14) @ Arizona Diamondbacks (1) (Final),R,14,Arizona Diamondbacks,663338,Los Angeles Dodgers,1,1,,109,Arizona Diamondbacks,LAD leads 1-0,Humberto Castellanos,[]
,Ryan Pepiot,N,,Bottom,,Chase Field,2022-05-28T01:40:00Z,119,2022-05-27,15,9,Final,Los Angeles Dodgers,Madison Bumgarner,Brusdar Graterol,2022-05-27 - Los Angeles Dodgers (6) @ Arizona Diamondbacks (4) (Final),R,6,Arizona Diamondbacks,663347,Los Angeles Dodgers,4,1,,109,Arizona Diamondbacks,LAD leads 2-0,Madison Bumgarner,[]
,Tony Gonsolin,N,,Bottom,,Chase Field,2022-05-28T23:15:00Z,119,2022-05-28,15,9,Final,Los Angeles Dodgers,Merrill Kelly,Tony Gonsolin,2022-05-28 - Los Angeles Dodgers (3) @ Arizona Diamondbacks (2) (Final),R,3,Arizona Diamondbacks,663330,Los Angeles Dodgers,2,1,Daniel Hudson,109,Arizona Diamondbacks,LAD wins 3-0,Merrill Kelly,['FOX']
,Tyler Anderson,N,,Bottom,,Chase Field,2022-05-29T20:10:00Z,119,2022-05-29,15,9,Final,Los Angeles Dodgers,Zach Davies,Tyler Anderson,2022-05-29 - Los Angeles Dodgers (3) @ Arizona Diamondbacks (1) (Final),R,3,Arizona Diamondbacks,663328,Los Angeles Dodgers,1,1,Craig Kimbrel,109,Arizona Diamondbacks,LAD wins 4-0,Zach Davies,[]
,Spencer Strider,N,,Top,,Chase Field,2022-05-31T00:10:00Z,144,2022-05-30,15,9,Final,Atlanta Braves,Zac Gallen,Zac Gallen,2022-05-30 - Atlanta Braves (2) @ Arizona Diamondbacks (6) (Final),R,2,Arizona Diamondbacks,663327,Arizona Diamondbacks,6,1,,109,Atlanta Braves,AZ leads 1-0,Spencer Strider,[]
,Charlie Morton,N,,Bottom,,Chase Field,2022-06-01T01:40:00Z,144,2022-05-31,15,10,Final,Atlanta Braves,Humberto Castellanos,Mark Melancon,2022-05-31 - Atlanta Braves (7) @ Arizona Diamondbacks (8) (Final),R,7,Arizona Diamondbacks,663329,Arizona Diamondbacks,8,1,,109,Atlanta Braves,AZ wins 2-0,Jackson Stephens,[]
,Kyle Wright,N,,Bottom,,Chase Field,2022-06-01T19:40:00Z,144,2022-06-01,15,9,Final,Atlanta Braves,Madison Bumgarner,Kyle Wright,2022-06-01 - Atlanta Braves (6) @ Arizona Diamondbacks (0) (Final),R,6,Arizona Diamondbacks,663326,Atlanta Braves,0,1,,109,Arizona Diamondbacks,AZ wins 2-1,Madison Bumgarner,[]
,Merrill Kelly,N,,Bottom,,PNC Park,2022-06-03T23:05:00Z,109,2022-06-03,31,9,Final,Arizona Diamondbacks,JT Brubaker,Merrill Kelly,2022-06-03 - Arizona Diamondbacks (8) @ Pittsburgh Pirates (6) (Final),R,8,Pittsburgh Pirates,662452,Arizona Diamondbacks,6,1,Mark Melancon,134,Pittsburgh Pirates,AZ leads 1-0,JT Brubaker,[]
,Zach Davies,N,,Bottom,,PNC Park,2022-06-04T20:05:00Z,109,2022-06-04,31,9,Final,Arizona Diamondbacks,Roansy Contreras,Chris Stratton,2022-06-04 - Arizona Diamondbacks (1) @ Pittsburgh Pirates (2) (Final),R,1,Pittsburgh Pirates,662451,Pittsburgh Pirates,2,1,,134,Arizona Diamondbacks,Series tied 1-1,Mark Melancon,[]
,Zac Gallen,N,,Top,,PNC Park,2022-06-05T17:35:00Z,109,2022-06-05,31,9,Final,Arizona Diamondbacks,Zach Thompson,Zach Thompson,2022-06-05 - Arizona Diamondbacks (0) @ Pittsburgh Pirates (3) (Final),R,0,Pittsburgh Pirates,662450,Pittsburgh Pirates,3,1,David Bednar,134,Arizona Diamondbacks,PIT wins 2-1,Zac Gallen,[]
,Madison Bumgarner,N,,Bottom,,Great American Ball Park,2022-06-06T22:40:00Z,109,2022-06-06,2602,7,Completed Early: Rain,Arizona Diamondbacks,Hunter Greene,,2022-06-06 - Arizona Diamondbacks @ Cincinnati Reds (Completed Early: Rain),R,0,Cincinnati Reds,663065,,7,1,,113,,CIN leads 1-0,,[]
,Tyler Gilbert,N,,Top,,Great American Ball Park,2022-06-07T22:40:00Z,109,2022-06-07,2602,9,Final,Arizona Diamondbacks,Graham Ashcraft,Graham Ashcraft,2022-06-07 - Arizona Diamondbacks (8) @ Cincinnati Reds (14) (Final),R,8,Cincinnati Reds,663064,Cincinnati Reds,14,1,,113,Arizona Diamondbacks,CIN leads 2-0,Tyler Gilbert,[]
,Merrill Kelly,N,,Bottom,,Great American Ball Park,2022-06-08T22:40:00Z,109,2022-06-08,2602,9,Final,Arizona Diamondbacks,Mike Minor,Merrill Kelly,2022-06-08 - Arizona Diamondbacks (7) @ Cincinnati Reds (0) (Final),R,7,Cincinnati Reds,663050,Arizona Diamondbacks,0,1,,113,Cincinnati Reds,CIN leads 2-1,Mike Minor,[]
,Zach Davies,N,,Bottom,,Great American Ball Park,2022-06-09T16:35:00Z,109,2022-06-09,2602,9,Final,Arizona Diamondbacks,Tyler Mahle,Mark Melancon,2022-06-09 - Arizona Diamondbacks (5) @ Cincinnati Reds (4) (Final),R,5,Cincinnati Reds,663049,Arizona Diamondbacks,4,1,Ian Kennedy,113,Cincinnati Reds,Series tied 2-2,Tony Santillan,['MLB.tv Free Game']
,Zac Gallen,N,,Top,,Citizens Bank Park,2022-06-10T23:05:00Z,109,2022-06-10,2681,9,Final,Arizona Diamondbacks,Kyle Gibson,Kyle Gibson,2022-06-10 - Arizona Diamondbacks (5) @ Philadelphia Phillies (7) (Final),R,5,Philadelphia Phillies,661617,Philadelphia Phillies,7,1,Corey Knebel,143,Arizona Diamondbacks,PHI leads 1-0,Zac Gallen,[]
,Madison Bumgarner,N,,Top,,Citizens Bank Park,2022-06-11T20:05:00Z,109,2022-06-11,2681,9,Final,Arizona Diamondbacks,Zack Wheeler,Zack Wheeler,2022-06-11 - Arizona Diamondbacks (0) @ Philadelphia Phillies (4) (Final),R,0,Philadelphia Phillies,661614,Philadelphia Phillies,4,1,,143,Arizona Diamondbacks,PHI wins 2-0,Madison Bumgarner,[]
,Kyle Nelson,N,,Bottom,,Citizens Bank Park,2022-06-12T17:35:00Z,109,2022-06-12,2681,9,Final,Arizona Diamondbacks,Ranger Suarez,Luke Weaver,2022-06-12 - Arizona Diamondbacks (13) @ Philadelphia Phillies (1) (Final),R,13,Philadelphia Phillies,661622,Arizona Diamondbacks,1,1,,143,Philadelphia Phillies,PHI wins 2-1,Ranger Suarez,[]
,Mike Minor,N,,Bottom,,Chase Field,2022-06-14T01:40:00Z,113,2022-06-13,15,9,Final,Cincinnati Reds,Merrill Kelly,Mike Minor,2022-06-13 - Cincinnati Reds (5) @ Arizona Diamondbacks (4) (Final),R,5,Arizona Diamondbacks,663345,Cincinnati Reds,4,1,Hunter Strickland,109,Arizona Diamondbacks,CIN leads 1-0,Merrill Kelly,[]
,Tyler Mahle,N,,Bottom,,Chase Field,2022-06-15T01:40:00Z,113,2022-06-14,15,12,Final,Cincinnati Reds,Zach Davies,Luis Cessa,2022-06-14 - Cincinnati Reds (5) @ Arizona Diamondbacks (3) (Final),R,5,Arizona Diamondbacks,663342,Cincinnati Reds,3,1,Joel Kuhnel,109,Arizona Diamondbacks,CIN wins 2-0,Sean Poppen,[]
,Luis Castillo,N,,Top,,Chase Field,2022-06-15T19:40:00Z,113,2022-06-15,15,9,Final,Cincinnati Reds,Zac Gallen,Noe Ramirez,2022-06-15 - Cincinnati Reds (4) @ Arizona Diamondbacks (7) (Final),R,4,Arizona Diamondbacks,663336,Arizona Diamondbacks,7,1,,109,Cincinnati Reds,CIN wins 2-1,Art Warren,[]
,Devin Smeltzer,N,,Top,,Chase Field,2022-06-18T01:40:00Z,142,2022-06-17,15,9,Final,Minnesota Twins,Madison Bumgarner,Madison Bumgarner,2022-06-17 - Minnesota Twins (2) @ Arizona Diamondbacks (7) (Final),R,2,Arizona Diamondbacks,663335,Arizona Diamondbacks,7,1,,109,Minnesota Twins,AZ leads 1-0,Devin Smeltzer,[]
,Dylan Bundy,N,,Bottom,,Chase Field,2022-06-19T02:10:00Z,142,2022-06-18,15,9,Final,Minnesota Twins,Luke Weaver,Dylan Bundy,2022-06-18 - Minnesota Twins (11) @ Arizona Diamondbacks (1) (Final),R,11,Arizona Diamondbacks,663351,Minnesota Twins,1,1,,109,Arizona Diamondbacks,Series tied 1-1,Luke Weaver,['MLBN (out-of-market only)']
,Chris Archer,N,,Top,,Chase Field,2022-06-19T20:10:00Z,142,2022-06-19,15,9,Final,Minnesota Twins,Merrill Kelly,Merrill Kelly,2022-06-19 - Minnesota Twins (1) @ Arizona Diamondbacks (7) (Final),R,1,Arizona Diamondbacks,663334,Arizona Diamondbacks,7,1,,109,Minnesota Twins,AZ wins 2-1,Chris Archer,[]
,Zach Davies,N,,Top,,Petco Park,2022-06-21T01:40:00Z,109,2022-06-20,2680,9,Final,Arizona Diamondbacks,Yu Darvish,Yu Darvish,2022-06-20 - Arizona Diamondbacks (1) @ San Diego Padres (4) (Final),R,1,San Diego Padres,662221,San Diego Padres,4,1,Taylor Rogers,135,Arizona Diamondbacks,SD leads 1-0,Zach Davies,[]
,Zac Gallen,N,,Bottom,,Petco Park,2022-06-22T01:40:00Z,109,2022-06-21,2680,11,Final,Arizona Diamondbacks,Sean Manaea,Tim Hill,2022-06-21 - Arizona Diamondbacks (2) @ San Diego Padres (3) (Final),R,2,San Diego Padres,662248,San Diego Padres,3,1,,135,Arizona Diamondbacks,SD wins 2-0,Ian Kennedy,['MLBN (out-of-market only)']
,Madison Bumgarner,N,,Top,,Petco Park,2022-06-22T20:10:00Z,109,2022-06-22,2680,9,Final,Arizona Diamondbacks,Mike Clevinger,Adrian Morejon,2022-06-22 - Arizona Diamondbacks (4) @ San Diego Padres (10) (Final),R,4,San Diego Padres,662245,San Diego Padres,10,1,Nick Martinez,135,Arizona Diamondbacks,SD wins 3-0,Madison Bumgarner,[]
,Rony Garcia,N,,Bottom,,Chase Field,2022-06-25T01:40:00Z,116,2022-06-24,15,9,Final,Detroit Tigers,Merrill Kelly,Rony Garcia,2022-06-24 - Detroit Tigers (5) @ Arizona Diamondbacks (1) (Final),R,5,Arizona Diamondbacks,663333,Detroit Tigers,1,1,,109,Arizona Diamondbacks,DET leads 1-0,Merrill Kelly,['Apple TV+']
,Alex Faedo,N,,Bottom,,Chase Field,2022-06-26T02:10:00Z,116,2022-06-25,15,9,Final,Detroit Tigers,Zach Davies,Tyler Alexander,2022-06-25 - Detroit Tigers (6) @ Arizona Diamondbacks (3) (Final),R,6,Arizona Diamondbacks,663346,Detroit Tigers,3,1,Gregory Soto,109,Arizona Diamondbacks,DET wins 2-0,Joe Mantiply,[]
,Beau Brieske,N,,Top,,Chase Field,2022-06-26T20:10:00Z,116,2022-06-26,15,9,Final,Detroit Tigers,Dallas Keuchel,J.B. Wendelken,2022-06-26 - Detroit Tigers (7) @ Arizona Diamondbacks (11) (Final),R,7,Arizona Diamondbacks,663331,Arizona Diamondbacks,11,1,,109,Detroit Tigers,DET wins 2-1,Will Vest,[]
,Sean Manaea,N,,Bottom,,Chase Field,2022-06-29T01:40:00Z,135,2022-06-28,15,9,Final,San Diego Padres,Zac Gallen,Mark Melancon,2022-06-28 - San Diego Padres (6) @ Arizona Diamondbacks (7) (Final),R,6,Arizona Diamondbacks,663344,Arizona Diamondbacks,7,1,,109,San Diego Padres,AZ leads 1-0,Taylor Rogers,[]
,Mike Clevinger,N,,Bottom,,Chase Field,2022-06-29T19:40:00Z,135,2022-06-29,15,9,Final,San Diego Padres,Madison Bumgarner,Mike Clevinger,2022-06-29 - San Diego Padres (4) @ Arizona Diamondbacks (0) (Final),R,4,Arizona Diamondbacks,663325,San Diego Padres,0,1,Nick Martinez,109,Arizona Diamondbacks,Series tied 1-1,Madison Bumgarner,[]
,Merrill Kelly,N,,Bottom,,Coors Field,2022-07-02T00:10:00Z,109,2022-07-01,19,9,Final,Arizona Diamondbacks,Antonio Senzatela,Merrill Kelly,2022-07-01 - Arizona Diamondbacks (9) @ Colorado Rockies (3) (Final),R,9,Colorado Rockies,662997,Arizona Diamondbacks,3,1,,115,Colorado Rockies,AZ leads 1-0,Antonio Senzatela,[]
,Dallas Keuchel,N,,Top,,Coors Field,2022-07-03T01:10:00Z,109,2022-07-02,19,9,Final,Arizona Diamondbacks,Austin Gomber,Austin Gomber,2022-07-02 - Arizona Diamondbacks (7) @ Colorado Rockies (11) (Final),R,7,Colorado Rockies,662910,Colorado Rockies,11,1,,115,Arizona Diamondbacks,Series tied 1-1,Dallas Keuchel,[]
,Zac Gallen,N,,Top,,Coors Field,2022-07-03T19:10:00Z,109,2022-07-03,19,9,Final,Arizona Diamondbacks,Chad Kuhl,Jake Bird,2022-07-03 - Arizona Diamondbacks (5) @ Colorado Rockies (6) (Final),R,5,Colorado Rockies,662913,Colorado Rockies,6,1,Daniel Bard,115,Arizona Diamondbacks,COL wins 2-1,Noe Ramirez,[]
,Carlos Rodon,N,,Top,,Chase Field,2022-07-04T22:10:00Z,137,2022-07-04,15,9,Final,San Francisco Giants,Madison Bumgarner,Madison Bumgarner,2022-07-04 - San Francisco Giants (3) @ Arizona Diamondbacks (8) (Final),R,3,Arizona Diamondbacks,663343,Arizona Diamondbacks,8,1,,109,San Francisco Giants,AZ leads 1-0,Carlos Rodon,[]
,Alex Wood,N,,Top,,Chase Field,2022-07-06T01:40:00Z,137,2022-07-05,15,9,Final,San Francisco Giants,Tyler Gilbert,Caleb Smith,2022-07-05 - San Francisco Giants (2) @ Arizona Diamondbacks (6) (Final),R,2,Arizona Diamondbacks,663320,Arizona Diamondbacks,6,1,,109,San Francisco Giants,AZ wins 2-0,Dominic Leone,['MLB.tv Free Game']
,Alex Cobb,N,,Bottom,,Chase Field,2022-07-07T01:40:00Z,137,2022-07-06,15,9,Final,San Francisco Giants,Merrill Kelly,John Brebbia,2022-07-06 - San Francisco Giants (7) @ Arizona Diamondbacks (5) (Final),R,7,Arizona Diamondbacks,663318,San Francisco Giants,5,1,Sam Long,109,Arizona Diamondbacks,AZ wins 2-1,Joe Mantiply,[]
,Austin Gomber,N,,Bottom,,Chase Field,2022-07-08T01:40:00Z,115,2022-07-07,15,9,Final,Colorado Rockies,Dallas Keuchel,Carlos Estevez,2022-07-07 - Colorado Rockies (4) @ Arizona Diamondbacks (3) (Final),R,4,Arizona Diamondbacks,663317,Colorado Rockies,3,1,Daniel Bard,109,Arizona Diamondbacks,COL leads 1-0,Mark Melancon,[]
,Chad Kuhl,N,,Bottom,,Chase Field,2022-07-09T01:40:00Z,115,2022-07-08,15,9,Final,Colorado Rockies,Zac Gallen,Chad Kuhl,2022-07-08 - Colorado Rockies (6) @ Arizona Diamondbacks (5) (Final),R,6,Arizona Diamondbacks,663319,Colorado Rockies,5,1,Alex Colome,109,Arizona Diamondbacks,COL leads 2-0,Sean Poppen,[]
,Kyle Freeland,N,,Top,,Chase Field,2022-07-09T20:10:00Z,115,2022-07-09,15,9,Final,Colorado Rockies,Madison Bumgarner,Madison Bumgarner,2022-07-09 - Colorado Rockies (2) @ Arizona Diamondbacks (9) (Final),R,2,Arizona Diamondbacks,663310,Arizona Diamondbacks,9,1,,109,Colorado Rockies,COL leads 2-1,Kyle Freeland,[]
,German Marquez,N,,Bottom,,Chase Field,2022-07-10T20:10:00Z,115,2022-07-10,15,9,Final,Colorado Rockies,Tyler Gilbert,German Marquez,2022-07-10 - Colorado Rockies (3) @ Arizona Diamondbacks (2) (Final),R,3,Arizona Diamondbacks,663307,Colorado Rockies,2,1,Daniel Bard,109,Arizona Diamondbacks,COL wins 3-1,Keynan Middleton,[]
,Merrill Kelly,N,,Bottom,,Oracle Park,2022-07-12T01:45:00Z,109,2022-07-11,2395,9,Final,Arizona Diamondbacks,Alex Cobb,Merrill Kelly,2022-07-11 - Arizona Diamondbacks (4) @ San Francisco Giants (3) (Final),R,4,San Francisco Giants,662100,Arizona Diamondbacks,3,1,Mark Melancon,137,San Francisco Giants,AZ leads 1-0,Alex Cobb,[]
,Dallas Keuchel,N,,Top,,Oracle Park,2022-07-13T01:45:00Z,109,2022-07-12,2395,9,Final,Arizona Diamondbacks,Logan Webb,Logan Webb,2022-07-12 - Arizona Diamondbacks (0) @ San Francisco Giants (13) (Final),R,0,San Francisco Giants,662108,San Francisco Giants,13,1,,137,Arizona Diamondbacks,Series tied 1-1,Dallas Keuchel,"['MLBN (out-of-market only)', 'MLB.tv Free Game']"
,Zac Gallen,N,,Bottom,,Oracle Park,2022-07-13T19:45:00Z,109,2022-07-13,2395,9,Final,Arizona Diamondbacks,John Brebbia,Camilo Doval,2022-07-13 - Arizona Diamondbacks (3) @ San Francisco Giants (4) (Final),R,3,San Francisco Giants,662107,San Francisco Giants,4,1,,137,Arizona Diamondbacks,SF wins 2-1,Mark Melancon,[]
,Madison Bumgarner,N,,Top,,Petco Park,2022-07-16T01:40:00Z,109,2022-07-15,2680,9,Final,Arizona Diamondbacks,Yu Darvish,Yu Darvish,2022-07-15 - Arizona Diamondbacks (3) @ San Diego Padres (5) (Final),R,3,San Diego Padres,662197,San Diego Padres,5,1,Taylor Rogers,135,Arizona Diamondbacks,SD leads 1-0,Madison Bumgarner,['Apple TV+']
,Tyler Gilbert,N,,Top,,Petco Park,2022-07-17T00:40:00Z,109,2022-07-16,2680,9,Final,Arizona Diamondbacks,Sean Manaea,Sean Manaea,2022-07-16 - Arizona Diamondbacks (3) @ San Diego Padres (4) (Final),R,3,San Diego Padres,662271,San Diego Padres,4,1,Taylor Rogers,135,Arizona Diamondbacks,SD wins 2-0,Noe Ramirez,[]
,Merrill Kelly,N,,Bottom,,Petco Park,2022-07-17T20:10:00Z,109,2022-07-17,2680,9,Final,Arizona Diamondbacks,Mike Clevinger,Merrill Kelly,2022-07-17 - Arizona Diamondbacks (3) @ San Diego Padres (1) (Final),R,3,San Diego Padres,662269,Arizona Diamondbacks,1,1,Mark Melancon,135,San Diego Padres,SD wins 2-1,Mike Clevinger,[]
,Patrick Corbin,N,,Top,,Chase Field,2022-07-23T01:40:00Z,120,2022-07-22,15,9,Final,Washington Nationals,Zac Gallen,Zac Gallen,2022-07-22 - Washington Nationals (1) @ Arizona Diamondbacks (10) (Final),R,1,Arizona Diamondbacks,663306,Arizona Diamondbacks,10,1,,109,Washington Nationals,AZ leads 1-0,Patrick Corbin,['MLB.tv Free Game']
,Anibal Sanchez,N,,Top,,Chase Field,2022-07-24T00:10:00Z,120,2022-07-23,15,9,Final,Washington Nationals,Madison Bumgarner,Madison Bumgarner,2022-07-23 - Washington Nationals (2) @ Arizona Diamondbacks (7) (Final),R,2,Arizona Diamondbacks,663305,Arizona Diamondbacks,7,1,,109,Washington Nationals,AZ wins 2-0,Anibal Sanchez,['MLB.tv Free Game']
,Erick Fedde,N,,Bottom,,Chase Field,2022-07-24T20:10:00Z,120,2022-07-24,15,9,Final,Washington Nationals,Corbin Martin,Carl Edwards Jr.,2022-07-24 - Washington Nationals (4) @ Arizona Diamondbacks (3) (Final),R,4,Arizona Diamondbacks,663316,Washington Nationals,3,1,Kyle Finnegan,109,Arizona Diamondbacks,AZ wins 2-1,Joe Mantiply,['MLB.tv Free Game']
,Jakob Junis,N,,Top,,Chase Field,2022-07-26T01:40:00Z,137,2022-07-25,15,9,Final,San Francisco Giants,Merrill Kelly,Merrill Kelly,2022-07-25 - San Francisco Giants (0) @ Arizona Diamondbacks (7) (Final),R,0,Arizona Diamondbacks,663315,Arizona Diamondbacks,7,1,,109,San Francisco Giants,AZ leads 1-0,Jakob Junis,[]
,Carlos Rodon,N,,Top,,Chase Field,2022-07-27T01:40:00Z,137,2022-07-26,15,9,Final,San Francisco Giants,Tyler Gilbert,Ian Kennedy,2022-07-26 - San Francisco Giants (3) @ Arizona Diamondbacks (7) (Final),R,3,Arizona Diamondbacks,663314,Arizona Diamondbacks,7,1,,109,San Francisco Giants,AZ wins 2-0,Carlos Rodon,[]
,Logan Webb,N,,Top,,Chase Field,2022-07-27T19:40:00Z,137,2022-07-27,15,9,Final,San Francisco Giants,Zac Gallen,Noe Ramirez,2022-07-27 - San Francisco Giants (3) @ Arizona Diamondbacks (5) (Final),R,3,Arizona Diamondbacks,663294,Arizona Diamondbacks,5,1,Mark Melancon,109,San Francisco Giants,AZ wins 3-0,Logan Webb,['MLBN (out-of-market only)']
,Madison Bumgarner,N,,Top,,Truist Park,2022-07-29T23:20:00Z,109,2022-07-29,4705,9,Final,Arizona Diamondbacks,Kyle Wright,Kyle Wright,2022-07-29 - Arizona Diamondbacks (2) @ Atlanta Braves (5) (Final),R,2,Atlanta Braves,661501,Atlanta Braves,5,1,Kenley Jansen,144,Arizona Diamondbacks,ATL leads 1-0,Madison Bumgarner,[]
