away_pitcher_note,away_probable_pitcher,doubleheader,home_pitcher_note,inning_state,venue_name,game_datetime,away_id,game_date,venue_id,current_inning,status,away_name,home_probable_pitcher,summary,winning_pitcher,game_type,away_score,home_name,game_id,winning_team,home_score,game_num,save_pitcher,home_id,losing_team,series_status,losing_pitcher,national_broadcasts
,Tyler Alexander,N,,Top,Rogers Centre,2022-07-28T23:07:00Z,116,2022-07-28,14,9,Final,Detroit Tigers,Yusei Kikuchi,2022-07-28 - Detroit Tigers (3) @ Toronto Blue Jays (5) (Final),Yusei Kikuchi,R,3,Toronto Blue Jays,661714,Toronto Blue Jays,5,1,Jordan Romano,141,Detroit Tigers,TOR leads 1-0,Tyler Alexander,[]
,Bryan Garcia,N,,Bottom,Rogers Centre,2022-07-29T23:07:00Z,116,2022-07-29,14,9,Final,Detroit Tigers,Alek Manoah,2022-07-29 - Detroit Tigers (4) @ Toronto Blue Jays (2) (Final),Will Vest,R,4,Toronto Blue Jays,661713,Detroit Tigers,2,1,Gregory Soto,141,Toronto Blue Jays,Series tied 1-1,Alek Manoah,['Apple TV+']
,Drew Hutchison,N,,Top,Rogers Centre,2022-07-30T19:07:00Z,116,2022-07-30,14,9,Final,Detroit Tigers,Ross Stripling,2022-07-30 - Detroit Tigers (3) @ Toronto Blue Jays (5) (Final),Trevor Richards,R,3,Toronto Blue Jays,661712,Toronto Blue Jays,5,1,Jordan Romano,141,Detroit Tigers,TOR leads 2-1,Derek Law,[]
,Garrett Hill,N,,Top,Rogers Centre,2022-07-31T16:05:00Z,116,2022-07-31,14,9,Final,Detroit Tigers,Jose Berrios,2022-07-31 - Detroit Tigers (1) @ Toronto Blue Jays (4) (Final),Jose Berrios,R,1,Toronto Blue Jays,661711,Toronto Blue Jays,4,1,Jordan Romano,141,Detroit Tigers,TOR wins 3-1,Garrett Hill,['Peacock']
,Tarik Skubal,N,,Bottom,Target Field,2022-08-01T23:40:00Z,116,2022-08-01,3312,10,Final,Detroit Tigers,Aaron Sanchez,2022-08-01 - Detroit Tigers (3) @ Minnesota Twins (5) (Final),Griffin Jax,R,3,Minnesota Twins,661671,Minnesota Twins,5,1,,142,Detroit Tigers,MIN leads 1-0,Alex Lange,[]
,Matt Manning,N,,Bottom,Target Field,2022-08-02T23:40:00Z,116,2022-08-02,3312,9,Final,Detroit Tigers,Chris Archer,2022-08-02 - Detroit Tigers (5) @ Minnesota Twins (3) (Final),Jason Foley,R,5,Minnesota Twins,661661,Detroit Tigers,3,1,Gregory Soto,142,Minnesota Twins,Series tied 1-1,Griffin Jax,[]
,Tyler Alexander,N,,Top,Target Field,2022-08-03T17:10:00Z,116,2022-08-03,3312,9,Final,Detroit Tigers,Joe Ryan,2022-08-03 - Detroit Tigers (1) @ Minnesota Twins (4) (Final),Joe Ryan,R,1,Minnesota Twins,661664,Minnesota Twins,4,1,Jorge Lopez,142,Detroit Tigers,MIN wins 2-1,Tyler Alexander,['MLBN (out-of-market only)']
,Jeffrey Springs,N,,Bottom,Comerica Park,2022-08-04T23:10:00Z,139,2022-08-04,2394,9,Final,Tampa Bay Rays,Drew Hutchison,2022-08-04 - Tampa Bay Rays (6) @ Detroit Tigers (2) (Final),Jeffrey Springs,R,6,Detroit Tigers,662812,Tampa Bay Rays,2,1,,116,Detroit Tigers,TB leads 1-0,Drew Hutchison,['FS1']
,Corey Kluber,N,,Bottom,Comerica Park,2022-08-05T23:10:00Z,139,2022-08-05,2394,9,Final,Tampa Bay Rays,Bryan Garcia,2022-08-05 - Tampa Bay Rays (5) @ Detroit Tigers (3) (Final),Jalen Beeks,R,5,Detroit Tigers,662811,Tampa Bay Rays,3,1,Colin Poche,116,Detroit Tigers,TB leads 2-0,Joe Jimenez,[]
,Shane McClanahan,N,,Top,Comerica Park,2022-08-06T22:10:00Z,139,2022-08-06,2394,9,Final,Tampa Bay Rays,Garrett Hill,2022-08-06 - Tampa Bay Rays (1) @ Detroit Tigers (9) (Final),Garrett Hill,R,1,Detroit Tigers,662856,Detroit Tigers,9,1,,116,Tampa Bay Rays,TB leads 2-1,Shane McClanahan,[]
,Drew Rasmussen,N,,Bottom,Comerica Park,2022-08-07T17:40:00Z,139,2022-08-07,2394,9,Final,Tampa Bay Rays,Matt Manning,2022-08-07 - Tampa Bay Rays (7) @ Detroit Tigers (0) (Final),Colin Poche,R,7,Detroit Tigers,662810,Tampa Bay Rays,0,1,,116,Detroit Tigers,TB wins 3-1,Gregory Soto,['MLBN (out-of-market only)']
,Shane Bieber,N,,Bottom,Comerica Park,2022-08-09T23:10:00Z,114,2022-08-09,2394,9,Final,Cleveland Guardians,Tyler Alexander,2022-08-09 - Cleveland Guardians (5) @ Detroit Tigers (2) (Final),Shane Bieber,R,5,Detroit Tigers,662793,Cleveland Guardians,2,1,Emmanuel Clase,116,Detroit Tigers,CLE leads 1-0,Tyler Alexander,[]
,Aaron Civale,N,,Bottom,Comerica Park,2022-08-10T23:10:00Z,114,2022-08-10,2394,9,Final,Cleveland Guardians,Drew Hutchison,2022-08-10 - Cleveland Guardians (3) @ Detroit Tigers (2) (Final),Bryan Shaw,R,3,Detroit Tigers,662791,Cleveland Guardians,2,1,Emmanuel Clase,116,Detroit Tigers,CLE wins 2-0,Drew Hutchison,[]
,Zach Plesac,N,,Bottom,Comerica Park,2022-08-11T17:10:00Z,114,2022-08-11,2394,10,Final,Cleveland Guardians,Garrett Hill,2022-08-11 - Cleveland Guardians (4) @ Detroit Tigers (3) (Final),Enyel De Los Santos,R,4,Detroit Tigers,662790,Cleveland Guardians,3,1,Bryan Shaw,116,Detroit Tigers,CLE wins 3-0,Gregory Soto,['MLBN (out-of-market only)']
,Daniel Norris,N,,Top,Guaranteed Rate Field,2022-08-12T23:10:00Z,116,2022-08-12,4,9,Final,Detroit Tigers,Michael Kopech,2022-08-12 - Detroit Tigers (0) @ Chicago White Sox (2) (Final),Reynaldo Lopez,R,0,Chicago White Sox,661384,Chicago White Sox,2,1,Liam Hendriks,145,Detroit Tigers,CWS leads 1-0,Alex Lange,[]
,Matt Manning,N,,Top,Guaranteed Rate Field,2022-08-13T23:10:00Z,116,2022-08-13,4,9,Final,Detroit Tigers,Lucas Giolito,2022-08-13 - Detroit Tigers (4) @ Chicago White Sox (6) (Final),Lucas Giolito,R,4,Chicago White Sox,661383,Chicago White Sox,6,1,Liam Hendriks,145,Detroit Tigers,CWS wins 2-0,Joe Jimenez,[]
,Tyler Alexander,N,,Top,Guaranteed Rate Field,2022-08-14T18:10:00Z,116,2022-08-14,4,9,Final,Detroit Tigers,Lance Lynn,2022-08-14 - Detroit Tigers (3) @ Chicago White Sox (5) (Final),Lance Lynn,R,3,Chicago White Sox,661450,Chicago White Sox,5,1,Kendall Graveman,145,Detroit Tigers,CWS wins 3-0,Tyler Alexander,[]
,Drew Hutchison,Y,,Top,Progressive Field,2022-08-15T19:10:00Z,116,2022-08-15,5,9,Final,Detroit Tigers,Aaron Civale,2022-08-15 - Detroit Tigers (1) @ Cleveland Guardians (4) (Final),James Karinchak,R,1,Cleveland Guardians,662977,Cleveland Guardians,4,1,Emmanuel Clase,114,Detroit Tigers,CLE leads 1-0,Will Vest,['MLBN (out-of-market only)']
,Bryan Garcia,Y,,Bottom,Progressive Field,2022-08-15T19:15:00Z,116,2022-08-15,5,9,Final,Detroit Tigers,Xzavion Curry,2022-08-15 - Detroit Tigers (7) @ Cleveland Guardians (5) (Final),Bryan Garcia,R,7,Cleveland Guardians,662948,Detroit Tigers,5,2,Gregory Soto,114,Cleveland Guardians,Series tied 1-1,Eli Morgan,['MLBN (out-of-market only)']
,Garrett Hill,N,,Bottom,Progressive Field,2022-08-16T23:10:00Z,116,2022-08-16,5,9,Final,Detroit Tigers,Zach Plesac,2022-08-16 - Detroit Tigers (4) @ Cleveland Guardians (3) (Final),Garrett Hill,R,4,Cleveland Guardians,662943,Detroit Tigers,3,1,Gregory Soto,114,Cleveland Guardians,DET leads 2-1,Zach Plesac,[]
,Daniel Norris,N,,Top,Progressive Field,2022-08-17T23:10:00Z,116,2022-08-17,5,9,Final,Detroit Tigers,Cal Quantrill,2022-08-17 - Detroit Tigers (4) @ Cleveland Guardians (8) (Final),Bryan Shaw,R,4,Cleveland Guardians,662951,Cleveland Guardians,8,1,,114,Detroit Tigers,Series tied 2-2,Andrew Chafin,[]
,Patrick Sandoval,N,,Bottom,Comerica Park,2022-08-19T23:10:00Z,108,2022-08-19,2394,9,Final,Los Angeles Angels,Matt Manning,2022-08-19 - Los Angeles Angels (1) @ Detroit Tigers (0) (Final),Patrick Sandoval,R,1,Detroit Tigers,662808,Los Angeles Angels,0,1,,116,Detroit Tigers,LAA leads 1-0,Matt Manning,[]
,Reid Detmers,N,,Top,Comerica Park,2022-08-20T17:10:00Z,108,2022-08-20,2394,9,Final,Los Angeles Angels,Tyler Alexander,2022-08-20 - Los Angeles Angels (3) @ Detroit Tigers (4) (Final),Tyler Alexander,R,3,Detroit Tigers,662917,Detroit Tigers,4,1,Gregory Soto,116,Los Angeles Angels,Series tied 1-1,Reid Detmers,['MLBN (out-of-market only)']
,Shohei Ohtani,N,,Top,Comerica Park,2022-08-21T17:40:00Z,108,2022-08-21,2394,9,Final,Los Angeles Angels,Eduardo Rodriguez,2022-08-21 - Los Angeles Angels (0) @ Detroit Tigers (4) (Final),Eduardo Rodriguez,R,0,Detroit Tigers,662805,Detroit Tigers,4,1,,116,Los Angeles Angels,DET wins 2-1,Shohei Ohtani,[]
,Carlos Rodon,N,,Bottom,Comerica Park,2022-08-23T23:10:00Z,137,2022-08-23,2394,9,Final,San Francisco Giants,Drew Hutchison,2022-08-23 - San Francisco Giants (3) @ Detroit Tigers (1) (Final),Carlos Rodon,R,3,Detroit Tigers,662914,San Francisco Giants,1,1,Camilo Doval,116,Detroit Tigers,SF leads 1-0,Drew Hutchison,[]
,Logan Webb,N,,Top,Comerica Park,2022-08-24T17:10:00Z,137,2022-08-24,2394,9,Final,San Francisco Giants,Matt Manning,2022-08-24 - San Francisco Giants (1) @ Detroit Tigers (6) (Final),Matt Manning,R,1,Detroit Tigers,662916,Detroit Tigers,6,1,,116,San Francisco Giants,Series tied 1-1,Logan Webb,"['MLBN (out-of-market only)', 'MLB.tv Free Game']"
,Tyler Alexander,N,,Top,Globe Life Field,2022-08-27T00:05:00Z,116,2022-08-26,5325,9,Final,Detroit Tigers,Glenn Otto,2022-08-26 - Detroit Tigers (6) @ Texas Rangers (7) (Final),Glenn Otto,R,6,Texas Rangers,661786,Texas Rangers,7,1,Jose Leclerc,140,Detroit Tigers,TEX leads 1-0,Tyler Alexander,['MLB.tv Free Game']
,Eduardo Rodriguez,N,,Bottom,Globe Life Field,2022-08-27T23:05:00Z,116,2022-08-27,5325,9,Final,Detroit Tigers,Dallas Keuchel,2022-08-27 - Detroit Tigers (11) @ Texas Rangers (2) (Final),Eduardo Rodriguez,R,11,Texas Rangers,661785,Detroit Tigers,2,1,,140,Texas Rangers,Series tied 1-1,Dallas Keuchel,[]
,Drew Hutchison,N,,Bottom,Globe Life Field,2022-08-28T18:35:00Z,116,2022-08-28,5325,9,Final,Detroit Tigers,Kohei Arihara,2022-08-28 - Detroit Tigers (9) @ Texas Rangers (8) (Final),Drew Hutchison,R,9,Texas Rangers,661784,Detroit Tigers,8,1,Joe Jimenez,140,Texas Rangers,DET wins 2-1,Kohei Arihara,[]
,George Kirby,N,,Bottom,Comerica Park,2022-08-30T23:10:00Z,136,2022-08-30,2394,9,Final,Seattle Mariners,Matt Manning,2022-08-30 - Seattle Mariners (9) @ Detroit Tigers (3) (Final),George Kirby,R,9,Detroit Tigers,662804,Seattle Mariners,3,1,Chris Flexen,116,Detroit Tigers,SEA leads 1-0,Matt Manning,[]
,Marco Gonzales,N,,Bottom,Comerica Park,2022-08-31T23:10:00Z,136,2022-08-31,2394,9,Final,Seattle Mariners,Tyler Alexander,2022-08-31 - Seattle Mariners (5) @ Detroit Tigers (3) (Final),Marco Gonzales,R,5,Detroit Tigers,662903,Seattle Mariners,3,1,Paul Sewald,116,Detroit Tigers,SEA wins 2-0,Alex Lange,[]
,Logan Gilbert,N,,Bottom,Comerica Park,2022-09-01T17:10:00Z,136,2022-09-01,2394,9,Final,Seattle Mariners,Eduardo Rodriguez,2022-09-01 - Seattle Mariners (7) @ Detroit Tigers (0) (Final),Logan Gilbert,R,7,Detroit Tigers,662785,Seattle Mariners,0,1,,116,Detroit Tigers,SEA wins 3-0,Eduardo Rodriguez,['MLBN (out-of-market only)']
,Daniel Lynch,N,,Top,Comerica Park,2022-09-02T23:10:00Z,118,2022-09-02,2394,9,Final,Kansas City Royals,Drew Hutchison,2022-09-02 - Kansas City Royals (4) @ Detroit Tigers (5) (Final),Andrew Chafin,R,4,Detroit Tigers,662915,Detroit Tigers,5,1,Gregory Soto,116,Kansas City Royals,DET leads 1-0,Carlos Hernandez,[]
,Jonathan Heasley,N,,Bottom,Comerica Park,2022-09-03T22:10:00Z,118,2022-09-03,2394,9,Final,Kansas City Royals,Michael Pineda,2022-09-03 - Kansas City Royals (12) @ Detroit Tigers (2) (Final),Jonathan Heasley,R,12,Detroit Tigers,662803,Kansas City Royals,2,1,,116,Detroit Tigers,Series tied 1-1,Michael Pineda,[]
,Max Castillo,N,,Bottom,Comerica Park,2022-09-04T17:40:00Z,118,2022-09-04,2394,9,Final,Kansas City Royals,Matt Manning,2022-09-04 - Kansas City Royals (3) @ Detroit Tigers (2) (Final),Dylan Coleman,R,3,Detroit Tigers,662786,Kansas City Royals,2,1,Scott Barlow,116,Detroit Tigers,KC wins 2-1,Gregory Soto,[]
,Tyler Alexander,N,,Top,Angel Stadium,2022-09-06T01:38:00Z,116,2022-09-05,1,9,Final,Detroit Tigers,Jose Suarez,2022-09-05 - Detroit Tigers (0) @ Los Angeles Angels (10) (Final),Jose Suarez,R,0,Los Angeles Angels,663434,Los Angeles Angels,10,1,,108,Detroit Tigers,LAA leads 1-0,Tyler Alexander,[]
,Eduardo Rodriguez,N,,Bottom,Angel Stadium,2022-09-07T01:38:00Z,116,2022-09-06,1,10,Final,Detroit Tigers,Mike Mayers,2022-09-06 - Detroit Tigers (4) @ Los Angeles Angels (5) (Final),Ryan Tepera,R,4,Los Angeles Angels,663407,Los Angeles Angels,5,1,,108,Detroit Tigers,LAA wins 2-0,Andrew Chafin,[]
,Drew Hutchison,N,,Bottom,Angel Stadium,2022-09-07T20:07:00Z,116,2022-09-07,1,9,Final,Detroit Tigers,Patrick Sandoval,2022-09-07 - Detroit Tigers (5) @ Los Angeles Angels (4) (Final),Jose Cisnero,R,5,Los Angeles Angels,663409,Detroit Tigers,4,1,Gregory Soto,108,Los Angeles Angels,LAA wins 2-1,Jose Quijada,[]
,Joey Wentz,N,,Bottom,Kauffman Stadium,2022-09-10T00:10:00Z,116,2022-09-09,7,9,Final,Detroit Tigers,Daniel Lynch,2022-09-09 - Detroit Tigers (10) @ Kansas City Royals (2) (Final),Joey Wentz,R,10,Kansas City Royals,662637,Detroit Tigers,2,1,,118,Kansas City Royals,DET leads 1-0,Daniel Lynch,['MLBN (out-of-market only)']
,Matt Manning,N,,Top,Kauffman Stadium,2022-09-10T20:10:00Z,116,2022-09-10,7,8,Completed Early: Rain,Detroit Tigers,Jonathan Heasley,2022-09-10 - Detroit Tigers @ Kansas City Royals (Completed Early: Rain),,R,8,Kansas City Royals,662636,,4,1,,118,,DET wins 2-0,,[]
,Tyler Alexander,N,,Top,Kauffman Stadium,2022-09-11T18:10:00Z,116,2022-09-11,7,9,Final,Detroit Tigers,Brady Singer,2022-09-11 - Detroit Tigers (0) @ Kansas City Royals (4) (Final),Brady Singer,R,0,Kansas City Royals,662635,Kansas City Royals,4,1,,118,Detroit Tigers,DET wins 2-1,Tyler Alexander,[]
,Framber Valdez,N,,Bottom,Comerica Park,2022-09-12T22:40:00Z,117,2022-09-12,2394,9,Final,Houston Astros,Eduardo Rodriguez,2022-09-12 - Houston Astros (7) @ Detroit Tigers (0) (Final),Framber Valdez,R,7,Detroit Tigers,662782,Houston Astros,0,1,,116,Detroit Tigers,HOU leads 1-0,Eduardo Rodriguez,['MLBN (out-of-market only)']
,Hunter Brown,N,,Bottom,Comerica Park,2022-09-13T22:40:00Z,117,2022-09-13,2394,9,Final,Houston Astros,Drew Hutchison,2022-09-13 - Houston Astros (6) @ Detroit Tigers (3) (Final),Hunter Brown,R,6,Detroit Tigers,662787,Houston Astros,3,1,Ryan Pressly,116,Detroit Tigers,HOU wins 2-0,Drew Hutchison,[]
,Cristian Javier,N,,Bottom,Comerica Park,2022-09-14T17:10:00Z,117,2022-09-14,2394,9,Final,Houston Astros,Joey Wentz,2022-09-14 - Houston Astros (2) @ Detroit Tigers (1) (Final),Cristian Javier,R,2,Detroit Tigers,662792,Houston Astros,1,1,Ryan Pressly,116,Detroit Tigers,HOU wins 3-0,Joey Wentz,"['MLBN (out-of-market only)', 'MLB.tv Free Game']"
,Lucas Giolito,N,,Bottom,Comerica Park,2022-09-16T23:10:00Z,145,2022-09-16,2394,10,Final,Chicago White Sox,Matt Manning,2022-09-16 - Chicago White Sox (2) @ Detroit Tigers (3) (Final),Alex Lange,R,2,Detroit Tigers,662781,Detroit Tigers,3,1,,116,Chicago White Sox,DET leads 1-0,Liam Hendriks,[]
,Davis Martin,N,,Bottom,Comerica Park,2022-09-17T22:10:00Z,145,2022-09-17,2394,11,Final,Chicago White Sox,Eduardo Rodriguez,2022-09-17 - Chicago White Sox (4) @ Detroit Tigers (3) (Final),Liam Hendriks,R,4,Detroit Tigers,662784,Chicago White Sox,3,1,Aaron Bummer,116,Detroit Tigers,Series tied 1-1,Gregory Soto,[]
,Vince Velasquez,N,,Bottom,Comerica Park,2022-09-18T16:10:00Z,145,2022-09-18,2394,9,Final,Chicago White Sox,Drew Hutchison,2022-09-18 - Chicago White Sox (11) @ Detroit Tigers (5) (Final),Tanner Banks,R,11,Detroit Tigers,662783,Chicago White Sox,5,1,,116,Detroit Tigers,CWS wins 2-1,Drew Hutchison,[]
,Tyler Alexander,N,,Bottom,Oriole Park at Camden Yards,2022-09-19T23:05:00Z,116,2022-09-19,2,9,Final,Detroit Tigers,Tyler Wells,2022-09-19 - Detroit Tigers (11) @ Baltimore Orioles (0) (Final),Tyler Alexander,R,11,Baltimore Orioles,663263,Detroit Tigers,0,1,,110,Baltimore Orioles,DET leads 1-0,Tyler Wells,[]
,Joey Wentz,N,,Bottom,Oriole Park at Camden Yards,2022-09-20T23:05:00Z,116,2022-09-20,2,9,Final,Detroit Tigers,Austin Voth,2022-09-20 - Detroit Tigers (3) @ Baltimore Orioles (2) (Final),Joey Wentz,R,3,Baltimore Orioles,663262,Detroit Tigers,2,1,Gregory Soto,110,Baltimore Orioles,DET wins 2-0,Austin Voth,[]
,Matt Manning,N,,Top,Oriole Park at Camden Yards,2022-09-21T23:05:00Z,116,2022-09-21,2,9,Final,Detroit Tigers,Jordan Lyles,2022-09-21 - Detroit Tigers (1) @ Baltimore Orioles (8) (Final),Jordan Lyles,R,1,Baltimore Orioles,663261,Baltimore Orioles,8,1,,110,Detroit Tigers,DET wins 2-1,Matt Manning,[]
,Eduardo Rodriguez,N,,Bottom,Guaranteed Rate Field,2022-09-24T00:10:00Z,116,2022-09-23,4,9,Final,Detroit Tigers,Lucas Giolito,2022-09-23 - Detroit Tigers (5) @ Chicago White Sox (3) (Final),Eduardo Rodriguez,R,5,Chicago White Sox,661431,Detroit Tigers,3,1,Gregory Soto,145,Chicago White Sox,DET leads 1-0,Reynaldo Lopez,[]
,Drew Hutchison,N,,Bottom,Guaranteed Rate Field,2022-09-24T23:10:00Z,116,2022-09-24,4,9,Final,Detroit Tigers,Davis Martin,2022-09-24 - Detroit Tigers (7) @ Chicago White Sox (2) (Final),Drew Hutchison,R,7,Chicago White Sox,661430,Detroit Tigers,2,1,,145,Chicago White Sox,DET wins 2-0,Davis Martin,[]
,Tyler Alexander,N,,Bottom,Guaranteed Rate Field,2022-09-25T18:10:00Z,116,2022-09-25,4,9,Final,Detroit Tigers,Dylan Cease,2022-09-25 - Detroit Tigers (4) @ Chicago White Sox (1) (Final),Andrew Chafin,R,4,Chicago White Sox,661429,Detroit Tigers,1,1,Gregory Soto,145,Chicago White Sox,DET wins 3-0,Kendall Graveman,[]
,Zack Greinke,N,,Bottom,Comerica Park,2022-09-27T22:40:00Z,118,2022-09-27,2394,10,Final,Kansas City Royals,Joey Wentz,2022-09-27 - Kansas City Royals (3) @ Detroit Tigers (4) (Final),Alex Lange,R,3,Detroit Tigers,662774,Detroit Tigers,4,1,,116,Kansas City Royals,DET leads 1-0,Anthony Misiewicz,[]
,Daniel Lynch,N,,Top,Comerica Park,2022-09-28T22:40:00Z,118,2022-09-28,2394,9,Final,Kansas City Royals,Matt Manning,2022-09-28 - Kansas City Royals (1) @ Detroit Tigers (2) (Final),Daniel Norris,R,1,Detroit Tigers,662773,Detroit Tigers,2,1,Gregory Soto,116,Kansas City Royals,DET wins 2-0,Daniel Lynch,[]
,Jonathan Heasley,N,,Top,Comerica Park,2022-09-29T17:10:00Z,118,2022-09-29,2394,9,Final,Kansas City Royals,Eduardo Rodriguez,2022-09-29 - Kansas City Royals (3) @ Detroit Tigers (10) (Final),Eduardo Rodriguez,R,3,Detroit Tigers,662772,Detroit Tigers,10,1,,116,Kansas City Royals,DET wins 3-0,Jonathan Heasley,['MLBN (out-of-market only)']
,Joe Ryan,N,,Bottom,Comerica Park,2022-09-30T23:10:00Z,142,2022-09-30,2394,9,Final,Minnesota Twins,Tyler Alexander,2022-09-30 - Minnesota Twins (7) @ Detroit Tigers (0) (Final),Joe Ryan,R,7,Detroit Tigers,662771,Minnesota Twins,0,1,,116,Detroit Tigers,MIN leads 1-0,Tyler Alexander,[]
,Dylan Bundy,N,,Top,Comerica Park,2022-10-01T22:10:00Z,142,2022-10-01,2394,9,Final,Minnesota Twins,Drew Hutchison,2022-10-01 - Minnesota Twins (2) @ Detroit Tigers (3) (Final),Daniel Norris,R,2,Detroit Tigers,662770,Detroit Tigers,3,1,Andrew Chafin,116,Minnesota Twins,Series tied 1-1,Ronny Henriquez,[]
,Simeon Woods Richardson,N,,Top,Comerica Park,2022-10-02T16:10:00Z,142,2022-10-02,2394,9,Final,Minnesota Twins,Joey Wentz,2022-10-02 - Minnesota Twins (2) @ Detroit Tigers (5) (Final),Alex Lange,R,2,Detroit Tigers,662769,Detroit Tigers,5,1,Gregory Soto,116,Minnesota Twins,DET wins 2-1,Simeon Woods Richardson,[]
,Bryan Garcia,N,,Bottom,T-Mobile Park,2022-10-04T01:40:00Z,116,2022-10-03,680,9,Final,Detroit Tigers,George Kirby,2022-10-03 - Detroit Tigers (4) @ Seattle Mariners (3) (Final),Bryan Garcia,R,4,Seattle Mariners,662201,Detroit Tigers,3,1,Andrew Chafin,136,Seattle Mariners,DET leads 1-0,George Kirby,[]
,Eduardo Rodriguez,Y,,Bottom,T-Mobile Park,2022-10-04T22:10:00Z,116,2022-10-04,680,10,Final,Detroit Tigers,Chris Flexen,2022-10-04 - Detroit Tigers (6) @ Seattle Mariners (7) (Final),Luis Torrens,R,6,Seattle Mariners,662200,Seattle Mariners,7,1,,136,Detroit Tigers,Series tied 1-1,Gregory Soto,[]
,Will Vest,Y,,Top,T-Mobile Park,2022-10-04T22:15:00Z,116,2022-10-04,680,9,Final,Detroit Tigers,Justus Sheffield,2022-10-04 - Detroit Tigers (6) @ Seattle Mariners (9) (Final),Justus Sheffield,R,6,Seattle Mariners,662199,Seattle Mariners,9,2,Diego Castillo,136,Detroit Tigers,SEA leads 2-1,Elvin Rodriguez,[]
,Tyler Alexander,N,,Bottom,T-Mobile Park,2022-10-05T20:10:00Z,116,2022-10-05,680,9,Final,Detroit Tigers,Marco Gonzales,2022-10-05 - Detroit Tigers (4) @ Seattle Mariners (5) (Final),Erik Swanson,R,4,Seattle Mariners,662195,Seattle Mariners,5,1,,136,Detroit Tigers,SEA wins 3-1,Gregory Soto,[]
