away_pitcher_note,away_probable_pitcher,doubleheader,home_pitcher_note,inning_state,losing_Team,venue_name,game_datetime,away_id,game_date,venue_id,current_inning,status,away_name,home_probable_pitcher,summary,winning_pitcher,game_type,away_score,home_name,game_id,winning_team,home_score,game_num,save_pitcher,home_id,losing_team,series_status,losing_pitcher,national_broadcasts
,Aaron Sanchez,N,,Bottom,,American Family Field,2022-05-22T18:10:00Z,120,2022-05-22,32,9,Final,Washington Nationals,Freddy Peralta,2022-05-22 - Washington Nationals (8) @ Milwaukee Brewers (2) (Final),Aaron Sanchez,R,8,Milwaukee Brewers,661248,Washington Nationals,2,1,,158,Milwaukee Brewers,MIL wins 2-1,Freddy Peralta,[]
,Adrian Houser,N,,Bottom,,Petco Park,2022-05-24T01:40:00Z,158,2022-05-23,2680,10,Final,Milwaukee Brewers,Nick Martinez,2022-05-23 - Milwaukee Brewers (2) @ San Diego Padres (3) (Final),Luis Garcia,R,2,San Diego Padres,662257,San Diego Padres,3,1,,135,Milwaukee Brewers,SD leads 1-0,Miguel Sanchez,[]
,Corbin Burnes,N,,Bottom,,Petco Park,2022-05-25T01:40:00Z,158,2022-05-24,2680,9,Final,Milwaukee Brewers,Blake Snell,2022-05-24 - Milwaukee Brewers (4) @ San Diego Padres (1) (Final),Corbin Burnes,R,4,San Diego Padres,662229,Milwaukee Brewers,1,1,Devin Williams,135,San Diego Padres,Series tied 1-1,Blake Snell,['TBS (out-of-market only)']
,Aaron Ashby,N,,Bottom,,Petco Park,2022-05-25T20:10:00Z,158,2022-05-25,2680,9,Final,Milwaukee Brewers,Yu Darvish,2022-05-25 - Milwaukee Brewers (2) @ San Diego Padres (1) (Final),Luis Perdomo,R,2,San Diego Padres,662228,Milwaukee Brewers,1,1,Devin Williams,135,San Diego Padres,MIL wins 2-1,Yu Darvish,[]
,Eric Lauer,N,,Bottom,,Busch Stadium,2022-05-26T23:45:00Z,158,2022-05-26,2889,9,Final,Milwaukee Brewers,Adam Wainwright,2022-05-26 - Milwaukee Brewers (4) @ St. Louis Cardinals (3) (Final),Eric Lauer,R,4,St. Louis Cardinals,661997,Milwaukee Brewers,3,1,Josh Hader,138,St. Louis Cardinals,MIL leads 1-0,Adam Wainwright,[]
,Brandon Woodruff,N,,Top,,Busch Stadium,2022-05-28T00:15:00Z,158,2022-05-27,2889,9,Final,Milwaukee Brewers,Dakota Hudson,2022-05-27 - Milwaukee Brewers (2) @ St. Louis Cardinals (4) (Final),Drew VerHagen,R,2,St. Louis Cardinals,661992,St. Louis Cardinals,4,1,Ryan Helsley,138,Milwaukee Brewers,Series tied 1-1,Brandon Woodruff,[]
,Adrian Houser,N,,Top,,Busch Stadium,2022-05-28T18:15:00Z,158,2022-05-28,2889,9,Final,Milwaukee Brewers,Matthew Liberatore,2022-05-28 - Milwaukee Brewers (3) @ St. Louis Cardinals (8) (Final),Matthew Liberatore,R,3,St. Louis Cardinals,661991,St. Louis Cardinals,8,1,,138,Milwaukee Brewers,STL leads 2-1,Adrian Houser,[]
,Corbin Burnes,N,,Bottom,,Busch Stadium,2022-05-29T18:15:00Z,158,2022-05-29,2889,9,Final,Milwaukee Brewers,Miles Mikolas,2022-05-29 - Milwaukee Brewers (8) @ St. Louis Cardinals (0) (Final),Corbin Burnes,R,8,St. Louis Cardinals,661990,Milwaukee Brewers,0,1,,138,St. Louis Cardinals,Series tied 2-2,Miles Mikolas,[]
,Ethan Small,S,,Bottom,,Wrigley Field,2022-05-30T17:05:00Z,158,2022-05-30,17,9,Final,Milwaukee Brewers,Matt Swarmer,2022-05-30 - Milwaukee Brewers (7) @ Chicago Cubs (6) (Final),Miguel Sanchez,R,7,Chicago Cubs,663149,Milwaukee Brewers,6,1,Josh Hader,112,Chicago Cubs,MIL leads 1-0,Daniel Norris,['MLBN (out-of-market only)']
,Aaron Ashby,S,,Bottom,,Wrigley Field,2022-05-30T23:40:00Z,158,2022-05-30,17,9,Final,Milwaukee Brewers,Drew Smyly,2022-05-30 - Milwaukee Brewers (3) @ Chicago Cubs (1) (Final),Aaron Ashby,R,3,Chicago Cubs,663147,Milwaukee Brewers,1,2,Josh Hader,112,Chicago Cubs,MIL leads 2-0,Anderson Espinoza,['MLBN']
,Eric Lauer,N,,Top,,Wrigley Field,2022-06-01T00:05:00Z,158,2022-05-31,17,9,Final,Milwaukee Brewers,Justin Steele,2022-05-31 - Milwaukee Brewers (7) @ Chicago Cubs (8) (Final),Mychal Givens,R,7,Chicago Cubs,663154,Chicago Cubs,8,1,David Robertson,112,Milwaukee Brewers,MIL leads 2-1,Brad Boxberger,[]
,Jason Alexander,N,,Bottom,,Wrigley Field,2022-06-02T00:05:00Z,158,2022-06-01,17,10,Final,Milwaukee Brewers,Kyle Hendricks,2022-06-01 - Milwaukee Brewers (3) @ Chicago Cubs (4) (Final),Mark Leiter Jr.,R,3,Chicago Cubs,663184,Chicago Cubs,4,1,,112,Milwaukee Brewers,Series tied 2-2,Hoby Milner,[]
,Sean Manaea,N,,Bottom,,American Family Field,2022-06-02T23:40:00Z,135,2022-06-02,32,9,Final,San Diego Padres,Adrian Houser,2022-06-02 - San Diego Padres (4) @ Milwaukee Brewers (5) (Final),Peter Strzelecki,R,4,Milwaukee Brewers,661340,Milwaukee Brewers,5,1,,158,San Diego Padres,MIL leads 1-0,Taylor Rogers,[]
,Joe Musgrove,N,,Bottom,,American Family Field,2022-06-04T00:10:00Z,135,2022-06-03,32,9,Final,San Diego Padres,Corbin Burnes,2022-06-03 - San Diego Padres (7) @ Milwaukee Brewers (0) (Final),Joe Musgrove,R,7,Milwaukee Brewers,661334,San Diego Padres,0,1,,158,Milwaukee Brewers,Series tied 1-1,Corbin Burnes,[]
,MacKenzie Gore,N,,Bottom,,American Family Field,2022-06-04T20:10:00Z,135,2022-06-04,32,9,Final,San Diego Padres,Aaron Ashby,2022-06-04 - San Diego Padres (4) @ Milwaukee Brewers (0) (Final),MacKenzie Gore,R,4,Milwaukee Brewers,661214,San Diego Padres,0,1,,158,Milwaukee Brewers,SD leads 2-1,Aaron Ashby,['MLBN (out-of-market only)']
,Mike Clevinger,N,,Bottom,,American Family Field,2022-06-05T18:10:00Z,135,2022-06-05,32,10,Final,San Diego Padres,Eric Lauer,2022-06-05 - San Diego Padres (6) @ Milwaukee Brewers (4) (Final),Tim Hill,R,6,Milwaukee Brewers,661241,San Diego Padres,4,1,Taylor Rogers,158,Milwaukee Brewers,SD wins 3-1,Trevor Gott,[]
,Ranger Suarez,N,,Bottom,,American Family Field,2022-06-08T00:10:00Z,143,2022-06-07,32,9,Final,Philadelphia Phillies,Jason Alexander,2022-06-07 - Philadelphia Phillies (3) @ Milwaukee Brewers (2) (Final),Connor Brogdon,R,3,Milwaukee Brewers,661205,Philadelphia Phillies,2,1,Corey Knebel,158,Milwaukee Brewers,PHI leads 1-0,Josh Hader,[]
,Aaron Nola,N,,Bottom,,American Family Field,2022-06-09T00:10:00Z,143,2022-06-08,32,9,Final,Philadelphia Phillies,Adrian Houser,2022-06-08 - Philadelphia Phillies (10) @ Milwaukee Brewers (0) (Final),Aaron Nola,R,10,Milwaukee Brewers,661188,Philadelphia Phillies,0,1,,158,Milwaukee Brewers,PHI wins 2-0,Adrian Houser,[]
,Zach Eflin,N,,Bottom,,American Family Field,2022-06-09T18:10:00Z,143,2022-06-09,32,9,Final,Philadelphia Phillies,Corbin Burnes,2022-06-09 - Philadelphia Phillies (8) @ Milwaukee Brewers (3) (Final),Seranthony Dominguez,R,8,Milwaukee Brewers,661194,Philadelphia Phillies,3,1,,158,Milwaukee Brewers,PHI wins 3-0,Corbin Burnes,['MLBN (out-of-market only)']
,Aaron Ashby,N,,Top,,Nationals Park,2022-06-10T23:05:00Z,158,2022-06-10,3309,9,Final,Milwaukee Brewers,Erick Fedde,2022-06-10 - Milwaukee Brewers (5) @ Washington Nationals (11) (Final),Erick Fedde,R,5,Washington Nationals,662511,Washington Nationals,11,1,,120,Milwaukee Brewers,WSH leads 1-0,Aaron Ashby,[]
,Eric Lauer,N,,Top,,Nationals Park,2022-06-11T20:05:00Z,158,2022-06-11,3309,9,Final,Milwaukee Brewers,Patrick Corbin,2022-06-11 - Milwaukee Brewers (6) @ Washington Nationals (8) (Final),Patrick Corbin,R,6,Washington Nationals,662510,Washington Nationals,8,1,,120,Milwaukee Brewers,WSH wins 2-0,Eric Lauer,[]
,Jason Alexander,N,,Bottom,,Nationals Park,2022-06-12T17:35:00Z,158,2022-06-12,3309,9,Final,Milwaukee Brewers,Paolo Espino,2022-06-12 - Milwaukee Brewers (4) @ Washington Nationals (1) (Final),Hoby Milner,R,4,Washington Nationals,662542,Milwaukee Brewers,1,1,Josh Hader,120,Washington Nationals,WSH wins 2-1,Paolo Espino,[]
,Adrian Houser,N,,Top,,Citi Field,2022-06-14T23:10:00Z,158,2022-06-14,3289,9,Final,Milwaukee Brewers,Chris Bassitt,2022-06-14 - Milwaukee Brewers (0) @ New York Mets (4) (Final),Chris Bassitt,R,0,New York Mets,662441,New York Mets,4,1,,121,Milwaukee Brewers,NYM leads 1-0,Adrian Houser,[]
,Corbin Burnes,N,,Bottom,,Citi Field,2022-06-15T23:10:00Z,158,2022-06-15,3289,9,Final,Milwaukee Brewers,David Peterson,2022-06-15 - Milwaukee Brewers (10) @ New York Mets (2) (Final),Corbin Burnes,R,10,New York Mets,662480,Milwaukee Brewers,2,1,,121,New York Mets,Series tied 1-1,David Peterson,['FS1']
,Aaron Ashby,N,,Top,,Citi Field,2022-06-16T23:10:00Z,158,2022-06-16,3289,9,Final,Milwaukee Brewers,Tylor Megill,2022-06-16 - Milwaukee Brewers (4) @ New York Mets (5) (Final),Drew Smith,R,4,New York Mets,662535,New York Mets,5,1,Edwin Diaz,121,Milwaukee Brewers,NYM wins 2-1,Brent Suter,[]
,Eric Lauer,N,,Bottom,,Great American Ball Park,2022-06-17T22:40:00Z,158,2022-06-17,2602,9,Final,Milwaukee Brewers,Hunter Greene,2022-06-17 - Milwaukee Brewers (5) @ Cincinnati Reds (4) (Final),Eric Lauer,R,5,Cincinnati Reds,663063,Milwaukee Brewers,4,1,Brad Boxberger,113,Cincinnati Reds,MIL leads 1-0,Ross Detwiler,[]
,Jason Alexander,N,,Bottom,,Great American Ball Park,2022-06-18T20:10:00Z,158,2022-06-18,2602,9,Final,Milwaukee Brewers,Graham Ashcraft,2022-06-18 - Milwaukee Brewers (7) @ Cincinnati Reds (3) (Final),Jason Alexander,R,7,Cincinnati Reds,663062,Milwaukee Brewers,3,1,,113,Cincinnati Reds,MIL wins 2-0,Graham Ashcraft,[]
,Adrian Houser,N,,Bottom,,Great American Ball Park,2022-06-19T17:40:00Z,158,2022-06-19,2602,9,Final,Milwaukee Brewers,Mike Minor,2022-06-19 - Milwaukee Brewers (6) @ Cincinnati Reds (3) (Final),Adrian Houser,R,6,Cincinnati Reds,663061,Milwaukee Brewers,3,1,Devin Williams,113,Cincinnati Reds,MIL wins 3-0,Mike Minor,[]
,Miles Mikolas,N,,Top,,American Family Field,2022-06-21T00:10:00Z,138,2022-06-20,32,9,Final,St. Louis Cardinals,Corbin Burnes,2022-06-20 - St. Louis Cardinals (0) @ Milwaukee Brewers (2) (Final),Corbin Burnes,R,0,Milwaukee Brewers,661186,Milwaukee Brewers,2,1,Josh Hader,158,St. Louis Cardinals,MIL leads 1-0,Miles Mikolas,['FS1']
,Jack Flaherty,N,,Bottom,,American Family Field,2022-06-22T00:10:00Z,138,2022-06-21,32,9,Final,St. Louis Cardinals,Chi Chi Gonzalez,2022-06-21 - St. Louis Cardinals (6) @ Milwaukee Brewers (2) (Final),Zack Thompson,R,6,Milwaukee Brewers,661192,St. Louis Cardinals,2,1,,158,Milwaukee Brewers,Series tied 1-1,Chi Chi Gonzalez,['MLB.tv Free Game']
,Adam Wainwright,N,,Bottom,,American Family Field,2022-06-23T00:10:00Z,138,2022-06-22,32,9,Final,St. Louis Cardinals,Eric Lauer,2022-06-22 - St. Louis Cardinals (5) @ Milwaukee Brewers (4) (Final),Johan Oviedo,R,5,Milwaukee Brewers,661230,St. Louis Cardinals,4,1,Genesis Cabrera,158,Milwaukee Brewers,STL leads 2-1,Eric Lauer,[]
,Dakota Hudson,N,,Top,,American Family Field,2022-06-23T18:10:00Z,138,2022-06-23,32,9,Final,St. Louis Cardinals,Jason Alexander,2022-06-23 - St. Louis Cardinals (4) @ Milwaukee Brewers (6) (Final),Jason Alexander,R,4,Milwaukee Brewers,661183,Milwaukee Brewers,6,1,Josh Hader,158,St. Louis Cardinals,Series tied 2-2,Dakota Hudson,[]
,Alek Manoah,N,,Bottom,,American Family Field,2022-06-25T00:10:00Z,141,2022-06-24,32,9,Final,Toronto Blue Jays,Adrian Houser,2022-06-24 - Toronto Blue Jays (9) @ Milwaukee Brewers (4) (Final),Alek Manoah,R,9,Milwaukee Brewers,661190,Toronto Blue Jays,4,1,,158,Milwaukee Brewers,TOR leads 1-0,Adrian Houser,[]
,Yusei Kikuchi,N,,Top,,American Family Field,2022-06-25T20:10:00Z,141,2022-06-25,32,9,Final,Toronto Blue Jays,Corbin Burnes,2022-06-25 - Toronto Blue Jays (4) @ Milwaukee Brewers (5) (Final),Corbin Burnes,R,4,Milwaukee Brewers,661264,Milwaukee Brewers,5,1,Josh Hader,158,Toronto Blue Jays,Series tied 1-1,Yusei Kikuchi,[]
,Jose Berrios,N,,Top,,American Family Field,2022-06-26T18:10:00Z,141,2022-06-26,32,9,Final,Toronto Blue Jays,Chi Chi Gonzalez,2022-06-26 - Toronto Blue Jays (3) @ Milwaukee Brewers (10) (Final),Jandel Gustave,R,3,Milwaukee Brewers,661206,Milwaukee Brewers,10,1,,158,Toronto Blue Jays,MIL wins 2-1,Jose Berrios,[]
,Brandon Woodruff,N,,Bottom,,Tropicana Field,2022-06-28T23:10:00Z,158,2022-06-28,12,9,Final,Milwaukee Brewers,Shane Baz,2022-06-28 - Milwaukee Brewers (5) @ Tampa Bay Rays (3) (Final),Brandon Woodruff,R,5,Tampa Bay Rays,661885,Milwaukee Brewers,3,1,Josh Hader,139,Tampa Bay Rays,MIL leads 1-0,Matt Wisler,[]
,Eric Lauer,N,,Bottom,,Tropicana Field,2022-06-29T16:10:00Z,158,2022-06-29,12,9,Final,Milwaukee Brewers,Jalen Beeks,2022-06-29 - Milwaukee Brewers (5) @ Tampa Bay Rays (3) (Final),Brad Boxberger,R,5,Tampa Bay Rays,661879,Milwaukee Brewers,3,1,Josh Hader,139,Tampa Bay Rays,MIL wins 2-0,Calvin Faucher,[]
,Adrian Houser,N,,Top,,PNC Park,2022-06-30T23:05:00Z,158,2022-06-30,31,9,Final,Milwaukee Brewers,JT Brubaker,2022-06-30 - Milwaukee Brewers (7) @ Pittsburgh Pirates (8) (Final),JT Brubaker,R,7,Pittsburgh Pirates,661105,Pittsburgh Pirates,8,1,Yerry De Los Santos,134,Milwaukee Brewers,PIT leads 1-0,Brent Suter,['MLB.tv Free Game']
,Corbin Burnes,N,,Bottom,,PNC Park,2022-07-01T23:05:00Z,158,2022-07-01,31,9,Final,Milwaukee Brewers,Roansy Contreras,2022-07-01 - Milwaukee Brewers (19) @ Pittsburgh Pirates (2) (Final),Corbin Burnes,R,19,Pittsburgh Pirates,661104,Milwaukee Brewers,2,1,,134,Pittsburgh Pirates,Series tied 1-1,Roansy Contreras,[]
,Aaron Ashby,N,,Top,,PNC Park,2022-07-02T20:05:00Z,158,2022-07-02,31,9,Final,Milwaukee Brewers,Bryse Wilson,2022-07-02 - Milwaukee Brewers (4) @ Pittsburgh Pirates (7) (Final),Bryse Wilson,R,4,Pittsburgh Pirates,661103,Pittsburgh Pirates,7,1,David Bednar,134,Milwaukee Brewers,PIT leads 2-1,Aaron Ashby,[]
,Brandon Woodruff,N,,Bottom,,PNC Park,2022-07-03T17:35:00Z,158,2022-07-03,31,9,Final,Milwaukee Brewers,Zach Thompson,2022-07-03 - Milwaukee Brewers (2) @ Pittsburgh Pirates (0) (Final),Brandon Woodruff,R,2,Pittsburgh Pirates,661102,Milwaukee Brewers,0,1,Josh Hader,134,Pittsburgh Pirates,Series tied 2-2,Zach Thompson,[]
,Justin Steele,N,,Bottom,,American Family Field,2022-07-04T20:10:00Z,112,2022-07-04,32,10,Final,Chicago Cubs,Eric Lauer,2022-07-04 - Chicago Cubs (2) @ Milwaukee Brewers (5) (Final),Brad Boxberger,R,2,Milwaukee Brewers,661181,Milwaukee Brewers,5,1,,158,Chicago Cubs,MIL leads 1-0,Scott Effross,[]
,Kyle Hendricks,N,,Bottom,,American Family Field,2022-07-06T00:10:00Z,112,2022-07-05,32,9,Final,Chicago Cubs,Jason Alexander,2022-07-05 - Chicago Cubs (8) @ Milwaukee Brewers (3) (Final),Matt Swarmer,R,8,Milwaukee Brewers,661187,Chicago Cubs,3,1,,158,Milwaukee Brewers,Series tied 1-1,Jason Alexander,[]
,Adrian Sampson,N,,Bottom,,American Family Field,2022-07-06T18:10:00Z,112,2022-07-06,32,9,Final,Chicago Cubs,Corbin Burnes,2022-07-06 - Chicago Cubs (2) @ Milwaukee Brewers (1) (Final),Mychal Givens,R,2,Milwaukee Brewers,661225,Chicago Cubs,1,1,David Robertson,158,Milwaukee Brewers,CHC wins 2-1,Josh Hader,['MLB.tv Free Game']
,JT Brubaker,N,,Top,,American Family Field,2022-07-09T00:10:00Z,134,2022-07-08,32,9,Final,Pittsburgh Pirates,Aaron Ashby,2022-07-08 - Pittsburgh Pirates (3) @ Milwaukee Brewers (4) (Final),Aaron Ashby,R,3,Milwaukee Brewers,661177,Milwaukee Brewers,4,1,Josh Hader,158,Pittsburgh Pirates,MIL leads 1-0,JT Brubaker,['Apple TV+']
,Zach Thompson,N,,Bottom,,American Family Field,2022-07-09T20:10:00Z,134,2022-07-09,32,9,Final,Pittsburgh Pirates,Brandon Woodruff,2022-07-09 - Pittsburgh Pirates (4) @ Milwaukee Brewers (3) (Final),Chase De Jong,R,4,Milwaukee Brewers,661224,Pittsburgh Pirates,3,1,David Bednar,158,Milwaukee Brewers,Series tied 1-1,Brad Boxberger,[]
,Jose Quintana,N,,Bottom,,American Family Field,2022-07-10T18:10:00Z,134,2022-07-10,32,9,Final,Pittsburgh Pirates,Eric Lauer,2022-07-10 - Pittsburgh Pirates (8) @ Milwaukee Brewers (6) (Final),Chris Stratton,R,8,Milwaukee Brewers,661178,Pittsburgh Pirates,6,1,,158,Milwaukee Brewers,PIT wins 2-1,Trevor Gott,[]
,Jason Alexander,N,,Bottom,,Target Field,2022-07-12T23:40:00Z,158,2022-07-12,3312,9,Final,Milwaukee Brewers,Josh Winder,2022-07-12 - Milwaukee Brewers (6) @ Minnesota Twins (3) (Final),Jandel Gustave,R,6,Minnesota Twins,661688,Milwaukee Brewers,3,1,Josh Hader,142,Minnesota Twins,MIL leads 1-0,Josh Winder,[]
,Aaron Ashby,N,,Bottom,,Target Field,2022-07-13T17:10:00Z,158,2022-07-13,3312,9,Final,Milwaukee Brewers,Joe Ryan,2022-07-13 - Milwaukee Brewers (1) @ Minnesota Twins (4) (Final),Jhoan Duran,R,1,Minnesota Twins,661687,Minnesota Twins,4,1,,142,Milwaukee Brewers,Series tied 1-1,Josh Hader,['YouTube']
,Corbin Burnes,N,,Bottom,,Oracle Park,2022-07-15T01:45:00Z,158,2022-07-14,2395,10,Final,Milwaukee Brewers,Carlos Rodon,2022-07-14 - Milwaukee Brewers (3) @ San Francisco Giants (2) (Final),Trevor Gott,R,3,San Francisco Giants,662109,Milwaukee Brewers,2,1,Devin Williams,137,San Francisco Giants,MIL leads 1-0,Camilo Doval,[]
,Brandon Woodruff,N,,Bottom,,Oracle Park,2022-07-16T02:15:00Z,158,2022-07-15,2395,9,Final,Milwaukee Brewers,Alex Wood,2022-07-15 - Milwaukee Brewers (5) @ San Francisco Giants (8) (Final),Sam Long,R,5,San Francisco Giants,662072,San Francisco Giants,8,1,,137,Milwaukee Brewers,Series tied 1-1,Josh Hader,[]
,Eric Lauer,N,,Top,,Oracle Park,2022-07-16T23:15:00Z,158,2022-07-16,2395,9,Final,Milwaukee Brewers,Alex Cobb,2022-07-16 - Milwaukee Brewers (1) @ San Francisco Giants (2) (Final),John Brebbia,R,1,San Francisco Giants,662113,San Francisco Giants,2,1,Dominic Leone,137,Milwaukee Brewers,SF leads 2-1,Brent Suter,['FOX']
,Aaron Ashby,N,,Top,,Oracle Park,2022-07-17T20:05:00Z,158,2022-07-17,2395,9,Final,Milwaukee Brewers,Logan Webb,2022-07-17 - Milwaukee Brewers (5) @ San Francisco Giants (9) (Final),Logan Webb,R,5,San Francisco Giants,662059,San Francisco Giants,9,1,,137,Milwaukee Brewers,SF wins 3-1,Aaron Ashby,['MLB.tv Free Game']
,Antonio Senzatela,N,,Bottom,,American Family Field,2022-07-23T00:10:00Z,115,2022-07-22,32,13,Final,Colorado Rockies,Corbin Burnes,2022-07-22 - Colorado Rockies (5) @ Milwaukee Brewers (6) (Final),Brent Suter,R,5,Milwaukee Brewers,661193,Milwaukee Brewers,6,1,,158,Colorado Rockies,MIL leads 1-0,Jake Bird,['MLB.tv Free Game']
,Jose Urena,N,,Top,,American Family Field,2022-07-23T23:10:00Z,115,2022-07-23,32,9,Final,Colorado Rockies,Brandon Woodruff,2022-07-23 - Colorado Rockies (4) @ Milwaukee Brewers (9) (Final),Brandon Woodruff,R,4,Milwaukee Brewers,661201,Milwaukee Brewers,9,1,,158,Colorado Rockies,MIL leads 2-0,Jose Urena,['MLB.tv Free Game']
,Chad Kuhl,N,,Top,,American Family Field,2022-07-24T18:10:00Z,115,2022-07-24,32,9,Final,Colorado Rockies,Eric Lauer,2022-07-24 - Colorado Rockies (9) @ Milwaukee Brewers (10) (Final),Brent Suter,R,9,Milwaukee Brewers,661184,Milwaukee Brewers,10,1,Josh Hader,158,Colorado Rockies,MIL wins 3-0,Alex Colome,['MLB.tv Free Game']
,Kyle Freeland,N,,Bottom,,American Family Field,2022-07-26T00:10:00Z,115,2022-07-25,32,9,Final,Colorado Rockies,Aaron Ashby,2022-07-25 - Colorado Rockies (2) @ Milwaukee Brewers (0) (Final),Kyle Freeland,R,2,Milwaukee Brewers,661231,Colorado Rockies,0,1,Daniel Bard,158,Milwaukee Brewers,MIL wins 3-1,Aaron Ashby,[]
,Dylan Bundy,N,,Bottom,,American Family Field,2022-07-27T00:10:00Z,142,2022-07-26,32,9,Final,Minnesota Twins,Ethan Small,2022-07-26 - Minnesota Twins (6) @ Milwaukee Brewers (7) (Final),Josh Hader,R,6,Milwaukee Brewers,661281,Milwaukee Brewers,7,1,,158,Minnesota Twins,MIL leads 1-0,Tyler Duffey,[]
,Chris Archer,N,,Top,,American Family Field,2022-07-27T18:10:00Z,142,2022-07-27,32,9,Final,Minnesota Twins,Corbin Burnes,2022-07-27 - Minnesota Twins (4) @ Milwaukee Brewers (10) (Final),Corbin Burnes,R,4,Milwaukee Brewers,661249,Milwaukee Brewers,10,1,,158,Minnesota Twins,MIL wins 2-0,Chris Archer,['YouTube']
,Brandon Woodruff,N,,Bottom,,Fenway Park,2022-07-29T23:10:00Z,158,2022-07-29,3,9,Final,Milwaukee Brewers,Austin Davis,2022-07-29 - Milwaukee Brewers (4) @ Boston Red Sox (1) (Final),Brandon Woodruff,R,4,Boston Red Sox,663190,Milwaukee Brewers,1,1,Josh Hader,111,Boston Red Sox,MIL leads 1-0,Brayan Bello,[]
,Eric Lauer,N,,Bottom,,Fenway Park,2022-07-30T20:10:00Z,158,2022-07-30,3,9,Final,Milwaukee Brewers,Nick Pivetta,2022-07-30 - Milwaukee Brewers (9) @ Boston Red Sox (4) (Final),Eric Lauer,R,9,Boston Red Sox,663192,Milwaukee Brewers,4,1,,111,Boston Red Sox,MIL wins 2-0,Nick Pivetta,['FS1']
